name	occupation	gender	citizenship	noble title	place of birth	employer	member of	academic degree	religion	award
Barbara Liskov	engineer	female	United States of America		Los Angeles		Association for Computing Machinery			honorary doctor of the University Polytechnic of Catalonia
Barbara Liskov	computer scientist	female	United States of America		Los Angeles		Association for Computing Machinery			honorary doctor of the University Polytechnic of Catalonia
Barbara Liskov	university teacher	female	United States of America		Los Angeles		Association for Computing Machinery			honorary doctor of the University Polytechnic of Catalonia
Barbara Liskov	engineer	female	United States of America		Los Angeles		National Academy of Sciences			honorary doctor of the University Polytechnic of Catalonia
Barbara Liskov	computer scientist	female	United States of America		Los Angeles		National Academy of Sciences			honorary doctor of the University Polytechnic of Catalonia
Barbara Liskov	university teacher	female	United States of America		Los Angeles		National Academy of Sciences			honorary doctor of the University Polytechnic of Catalonia
Barbara Liskov	engineer	female	United States of America		Los Angeles		American Academy of Arts and Sciences			honorary doctor of the University Polytechnic of Catalonia
Barbara Liskov	engineer	female	United States of America		Los Angeles		Association for Computing Machinery			Society of Women Engineers Achievement Award
Barbara Liskov	computer scientist	female	United States of America		Los Angeles		Association for Computing Machinery			Society of Women Engineers Achievement Award
Barbara Liskov	university teacher	female	United States of America		Los Angeles		Association for Computing Machinery			Society of Women Engineers Achievement Award
Barbara Liskov	engineer	female	United States of America		Los Angeles		National Academy of Sciences			Society of Women Engineers Achievement Award
Barbara Liskov	computer scientist	female	United States of America		Los Angeles		National Academy of Sciences			Society of Women Engineers Achievement Award
Barbara Liskov	university teacher	female	United States of America		Los Angeles		National Academy of Sciences			Society of Women Engineers Achievement Award
Barbara Liskov	engineer	female	United States of America		Los Angeles		American Academy of Arts and Sciences			Society of Women Engineers Achievement Award
Barbara Liskov	engineer	female	United States of America		Los Angeles		Association for Computing Machinery			honorary doctor of ETH Zürich
Barbara Liskov	computer scientist	female	United States of America		Los Angeles		Association for Computing Machinery			honorary doctor of ETH Zürich
Barbara Liskov	university teacher	female	United States of America		Los Angeles		Association for Computing Machinery			honorary doctor of ETH Zürich
Barbara Liskov	engineer	female	United States of America		Los Angeles		National Academy of Sciences			honorary doctor of ETH Zürich
Barbara Liskov	computer scientist	female	United States of America		Los Angeles		National Academy of Sciences			honorary doctor of ETH Zürich
Barbara Liskov	university teacher	female	United States of America		Los Angeles		National Academy of Sciences			honorary doctor of ETH Zürich
Barbara Liskov	engineer	female	United States of America		Los Angeles		American Academy of Arts and Sciences			honorary doctor of ETH Zürich
Barbara Liskov	engineer	female	United States of America		Los Angeles		Association for Computing Machinery			NCWIT Pioneer in Tech Award
Barbara Liskov	computer scientist	female	United States of America		Los Angeles		Association for Computing Machinery			NCWIT Pioneer in Tech Award
Barbara Liskov	university teacher	female	United States of America		Los Angeles		Association for Computing Machinery			NCWIT Pioneer in Tech Award
Barbara Liskov	engineer	female	United States of America		Los Angeles		National Academy of Sciences			NCWIT Pioneer in Tech Award
Barbara Liskov	computer scientist	female	United States of America		Los Angeles		National Academy of Sciences			NCWIT Pioneer in Tech Award
Barbara Liskov	university teacher	female	United States of America		Los Angeles		National Academy of Sciences			NCWIT Pioneer in Tech Award
Barbara Liskov	engineer	female	United States of America		Los Angeles		American Academy of Arts and Sciences			NCWIT Pioneer in Tech Award
Donald Knuth	historian of mathematics	male	United States of America		Milwaukee		Norwegian Academy of Science and Letters	Doctor of Philosophy	Lutheranism	Turing Award
Donald Knuth	writer	male	United States of America		Milwaukee		National Academy of Engineering	Doctor of Philosophy	Lutheranism	Turing Award
Donald Knuth	engineer	male	United States of America		Milwaukee		National Academy of Engineering	Doctor of Philosophy	Lutheranism	Turing Award
Donald Knuth	computer scientist	male	United States of America		Milwaukee		National Academy of Engineering	Doctor of Philosophy	Lutheranism	Turing Award
Donald Knuth	mathematician	male	United States of America		Milwaukee		National Academy of Engineering	Doctor of Philosophy	Lutheranism	Turing Award
Donald Knuth	university teacher	male	United States of America		Milwaukee		National Academy of Engineering	Doctor of Philosophy	Lutheranism	Turing Award
Donald Knuth	academic	male	United States of America		Milwaukee		National Academy of Engineering	Doctor of Philosophy	Lutheranism	Turing Award
Donald Knuth	programmer	male	United States of America		Milwaukee		National Academy of Engineering	Doctor of Philosophy	Lutheranism	Turing Award
Donald Knuth	historian of mathematics	male	United States of America		Milwaukee		National Academy of Engineering	Doctor of Philosophy	Lutheranism	Turing Award
Donald Knuth	writer	male	United States of America		Milwaukee		London Mathematical Society	Doctor of Philosophy	Lutheranism	Turing Award
Donald Knuth	engineer	male	United States of America		Milwaukee		London Mathematical Society	Doctor of Philosophy	Lutheranism	Turing Award
Donald Knuth	computer scientist	male	United States of America		Milwaukee		London Mathematical Society	Doctor of Philosophy	Lutheranism	Turing Award
Donald Knuth	mathematician	male	United States of America		Milwaukee		London Mathematical Society	Doctor of Philosophy	Lutheranism	Turing Award
Donald Knuth	university teacher	male	United States of America		Milwaukee		London Mathematical Society	Doctor of Philosophy	Lutheranism	Turing Award
Donald Knuth	academic	male	United States of America		Milwaukee		London Mathematical Society	Doctor of Philosophy	Lutheranism	Turing Award
Donald Knuth	programmer	male	United States of America		Milwaukee		London Mathematical Society	Doctor of Philosophy	Lutheranism	Turing Award
Donald Knuth	historian of mathematics	male	United States of America		Milwaukee		London Mathematical Society	Doctor of Philosophy	Lutheranism	Turing Award
Donald Knuth	historian of mathematics	male	United States of America		Milwaukee		Norwegian Academy of Science and Letters	Doctor of Philosophy	Lutheranism	John von Neumann Lecture
Donald Knuth	writer	male	United States of America		Milwaukee		National Academy of Engineering	Doctor of Philosophy	Lutheranism	John von Neumann Lecture
Donald Knuth	engineer	male	United States of America		Milwaukee		National Academy of Engineering	Doctor of Philosophy	Lutheranism	John von Neumann Lecture
Donald Knuth	computer scientist	male	United States of America		Milwaukee		National Academy of Engineering	Doctor of Philosophy	Lutheranism	John von Neumann Lecture
Donald Knuth	mathematician	male	United States of America		Milwaukee		National Academy of Engineering	Doctor of Philosophy	Lutheranism	John von Neumann Lecture
Donald Knuth	university teacher	male	United States of America		Milwaukee		National Academy of Engineering	Doctor of Philosophy	Lutheranism	John von Neumann Lecture
Donald Knuth	academic	male	United States of America		Milwaukee		National Academy of Engineering	Doctor of Philosophy	Lutheranism	John von Neumann Lecture
Donald Knuth	programmer	male	United States of America		Milwaukee		National Academy of Engineering	Doctor of Philosophy	Lutheranism	John von Neumann Lecture
Donald Knuth	historian of mathematics	male	United States of America		Milwaukee		National Academy of Engineering	Doctor of Philosophy	Lutheranism	John von Neumann Lecture
Donald Knuth	writer	male	United States of America		Milwaukee		London Mathematical Society	Doctor of Philosophy	Lutheranism	John von Neumann Lecture
Donald Knuth	engineer	male	United States of America		Milwaukee		London Mathematical Society	Doctor of Philosophy	Lutheranism	John von Neumann Lecture
Donald Knuth	computer scientist	male	United States of America		Milwaukee		London Mathematical Society	Doctor of Philosophy	Lutheranism	John von Neumann Lecture
Tim Berners-Lee	physicist	male	United Kingdom	Sir	London		National Academy of Engineering	professor	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	inventor	male	United Kingdom	Sir	London		National Academy of Engineering	professor	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	university teacher	male	United Kingdom	Sir	London		National Academy of Engineering	professor	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	programmer	male	United Kingdom	Sir	London		National Academy of Engineering	professor	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	web developer	male	United Kingdom	Sir	London		National Academy of Engineering	professor	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	engineer	male	United Kingdom	Sir	London		Royal Society	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	computer scientist	male	United Kingdom	Sir	London		Royal Society	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	physicist	male	United Kingdom	Sir	London		Royal Society	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	inventor	male	United Kingdom	Sir	London		Royal Society	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	university teacher	male	United Kingdom	Sir	London		Royal Society	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	programmer	male	United Kingdom	Sir	London		Royal Society	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	web developer	male	United Kingdom	Sir	London		Royal Society	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	engineer	male	United Kingdom	Sir	London		Association for Computing Machinery	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	computer scientist	male	United Kingdom	Sir	London		Association for Computing Machinery	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	physicist	male	United Kingdom	Sir	London		Association for Computing Machinery	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	inventor	male	United Kingdom	Sir	London		Association for Computing Machinery	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	university teacher	male	United Kingdom	Sir	London		Association for Computing Machinery	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	programmer	male	United Kingdom	Sir	London		Association for Computing Machinery	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	web developer	male	United Kingdom	Sir	London		Association for Computing Machinery	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	engineer	male	United Kingdom	Sir	London		National Academy of Sciences	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	computer scientist	male	United Kingdom	Sir	London		National Academy of Sciences	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	physicist	male	United Kingdom	Sir	London		National Academy of Sciences	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	inventor	male	United Kingdom	Sir	London		National Academy of Sciences	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	university teacher	male	United Kingdom	Sir	London		National Academy of Sciences	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	programmer	male	United Kingdom	Sir	London		National Academy of Sciences	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	web developer	male	United Kingdom	Sir	London		National Academy of Sciences	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	engineer	male	United Kingdom	Sir	London		American Academy of Arts and Sciences	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	computer scientist	male	United Kingdom	Sir	London		American Academy of Arts and Sciences	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	physicist	male	United Kingdom	Sir	London		American Academy of Arts and Sciences	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	inventor	male	United Kingdom	Sir	London		American Academy of Arts and Sciences	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	university teacher	male	United Kingdom	Sir	London		American Academy of Arts and Sciences	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	programmer	male	United Kingdom	Sir	London		American Academy of Arts and Sciences	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	web developer	male	United Kingdom	Sir	London		American Academy of Arts and Sciences	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	engineer	male	United Kingdom	Sir	London		National Academy of Engineering	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	computer scientist	male	United Kingdom	Sir	London		National Academy of Engineering	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	physicist	male	United Kingdom	Sir	London		National Academy of Engineering	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	inventor	male	United Kingdom	Sir	London		National Academy of Engineering	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	university teacher	male	United Kingdom	Sir	London		National Academy of Engineering	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	programmer	male	United Kingdom	Sir	London		National Academy of Engineering	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	web developer	male	United Kingdom	Sir	London		National Academy of Engineering	Bachelor of Arts	Unitarian Universalism	Fellow of the British Computer Society
Tim Berners-Lee	engineer	male	United Kingdom	Sir	London		Royal Society	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	computer scientist	male	United Kingdom	Sir	London		Royal Society	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	physicist	male	United Kingdom	Sir	London		Royal Society	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	inventor	male	United Kingdom	Sir	London		Royal Society	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	university teacher	male	United Kingdom	Sir	London		Royal Society	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	programmer	male	United Kingdom	Sir	London		Royal Society	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	web developer	male	United Kingdom	Sir	London		Royal Society	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	engineer	male	United Kingdom	Sir	London		Association for Computing Machinery	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	computer scientist	male	United Kingdom	Sir	London		Association for Computing Machinery	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	physicist	male	United Kingdom	Sir	London		Association for Computing Machinery	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	inventor	male	United Kingdom	Sir	London		Association for Computing Machinery	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	university teacher	male	United Kingdom	Sir	London		Association for Computing Machinery	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	programmer	male	United Kingdom	Sir	London		Association for Computing Machinery	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	web developer	male	United Kingdom	Sir	London		Association for Computing Machinery	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	engineer	male	United Kingdom	Sir	London		National Academy of Sciences	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	computer scientist	male	United Kingdom	Sir	London		National Academy of Sciences	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	physicist	male	United Kingdom	Sir	London		National Academy of Sciences	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	inventor	male	United Kingdom	Sir	London		National Academy of Sciences	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	university teacher	male	United Kingdom	Sir	London		National Academy of Sciences	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	programmer	male	United Kingdom	Sir	London		National Academy of Sciences	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	web developer	male	United Kingdom	Sir	London		National Academy of Sciences	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	engineer	male	United Kingdom	Sir	London		American Academy of Arts and Sciences	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	computer scientist	male	United Kingdom	Sir	London		American Academy of Arts and Sciences	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	physicist	male	United Kingdom	Sir	London		American Academy of Arts and Sciences	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	inventor	male	United Kingdom	Sir	London		American Academy of Arts and Sciences	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	university teacher	male	United Kingdom	Sir	London		American Academy of Arts and Sciences	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	programmer	male	United Kingdom	Sir	London		American Academy of Arts and Sciences	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	web developer	male	United Kingdom	Sir	London		American Academy of Arts and Sciences	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	engineer	male	United Kingdom	Sir	London		National Academy of Engineering	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	computer scientist	male	United Kingdom	Sir	London		National Academy of Engineering	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	physicist	male	United Kingdom	Sir	London		National Academy of Engineering	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	inventor	male	United Kingdom	Sir	London		National Academy of Engineering	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	university teacher	male	United Kingdom	Sir	London		National Academy of Engineering	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	programmer	male	United Kingdom	Sir	London		National Academy of Engineering	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	web developer	male	United Kingdom	Sir	London		National Academy of Engineering	professor	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	engineer	male	United Kingdom	Sir	London		Royal Society	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	computer scientist	male	United Kingdom	Sir	London		Royal Society	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	physicist	male	United Kingdom	Sir	London		Royal Society	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	inventor	male	United Kingdom	Sir	London		Royal Society	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	university teacher	male	United Kingdom	Sir	London		Royal Society	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	programmer	male	United Kingdom	Sir	London		Royal Society	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	web developer	male	United Kingdom	Sir	London		Royal Society	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	engineer	male	United Kingdom	Sir	London		Association for Computing Machinery	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	computer scientist	male	United Kingdom	Sir	London		Association for Computing Machinery	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	physicist	male	United Kingdom	Sir	London		Association for Computing Machinery	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	inventor	male	United Kingdom	Sir	London		Association for Computing Machinery	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	university teacher	male	United Kingdom	Sir	London		Association for Computing Machinery	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	programmer	male	United Kingdom	Sir	London		Association for Computing Machinery	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	web developer	male	United Kingdom	Sir	London		Association for Computing Machinery	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	engineer	male	United Kingdom	Sir	London		National Academy of Sciences	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	computer scientist	male	United Kingdom	Sir	London		National Academy of Sciences	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	physicist	male	United Kingdom	Sir	London		National Academy of Sciences	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	inventor	male	United Kingdom	Sir	London		National Academy of Sciences	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	university teacher	male	United Kingdom	Sir	London		National Academy of Sciences	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	programmer	male	United Kingdom	Sir	London		National Academy of Sciences	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	web developer	male	United Kingdom	Sir	London		National Academy of Sciences	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	engineer	male	United Kingdom	Sir	London		American Academy of Arts and Sciences	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	computer scientist	male	United Kingdom	Sir	London		American Academy of Arts and Sciences	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	physicist	male	United Kingdom	Sir	London		American Academy of Arts and Sciences	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Tim Berners-Lee	inventor	male	United Kingdom	Sir	London		American Academy of Arts and Sciences	Bachelor of Arts	Unitarian Universalism	Internet Hall of Fame
Donald Knuth	computer scientist	male	United States of America		Milwaukee		American Academy of Arts and Sciences	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	mathematician	male	United States of America		Milwaukee		American Academy of Arts and Sciences	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	university teacher	male	United States of America		Milwaukee		American Academy of Arts and Sciences	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	academic	male	United States of America		Milwaukee		American Academy of Arts and Sciences	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	programmer	male	United States of America		Milwaukee		American Academy of Arts and Sciences	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	historian of mathematics	male	United States of America		Milwaukee		American Academy of Arts and Sciences	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	writer	male	United States of America		Milwaukee		American Mathematical Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	engineer	male	United States of America		Milwaukee		American Mathematical Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	computer scientist	male	United States of America		Milwaukee		American Mathematical Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	mathematician	male	United States of America		Milwaukee		American Mathematical Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	university teacher	male	United States of America		Milwaukee		American Mathematical Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	academic	male	United States of America		Milwaukee		American Mathematical Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	programmer	male	United States of America		Milwaukee		American Mathematical Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	historian of mathematics	male	United States of America		Milwaukee		American Mathematical Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	writer	male	United States of America		Milwaukee		American Philosophical Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	engineer	male	United States of America		Milwaukee		American Philosophical Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	computer scientist	male	United States of America		Milwaukee		American Philosophical Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	mathematician	male	United States of America		Milwaukee		American Philosophical Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	university teacher	male	United States of America		Milwaukee		American Philosophical Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	academic	male	United States of America		Milwaukee		American Philosophical Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	programmer	male	United States of America		Milwaukee		American Philosophical Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	historian of mathematics	male	United States of America		Milwaukee		American Philosophical Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	writer	male	United States of America		Milwaukee		Bavarian Academy of Sciences and Humanities	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	engineer	male	United States of America		Milwaukee		Bavarian Academy of Sciences and Humanities	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	computer scientist	male	United States of America		Milwaukee		Bavarian Academy of Sciences and Humanities	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	mathematician	male	United States of America		Milwaukee		Bavarian Academy of Sciences and Humanities	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	university teacher	male	United States of America		Milwaukee		Bavarian Academy of Sciences and Humanities	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	academic	male	United States of America		Milwaukee		Bavarian Academy of Sciences and Humanities	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	programmer	male	United States of America		Milwaukee		Bavarian Academy of Sciences and Humanities	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	historian of mathematics	male	United States of America		Milwaukee		Bavarian Academy of Sciences and Humanities	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	writer	male	United States of America		Milwaukee		British Computer Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	engineer	male	United States of America		Milwaukee		British Computer Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	computer scientist	male	United States of America		Milwaukee		British Computer Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	mathematician	male	United States of America		Milwaukee		British Computer Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	university teacher	male	United States of America		Milwaukee		British Computer Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	academic	male	United States of America		Milwaukee		British Computer Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	programmer	male	United States of America		Milwaukee		British Computer Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	historian of mathematics	male	United States of America		Milwaukee		British Computer Society	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	writer	male	United States of America		Milwaukee		Norwegian Academy of Science and Letters	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	engineer	male	United States of America		Milwaukee		Norwegian Academy of Science and Letters	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	computer scientist	male	United States of America		Milwaukee		Norwegian Academy of Science and Letters	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	mathematician	male	United States of America		Milwaukee		Norwegian Academy of Science and Letters	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	university teacher	male	United States of America		Milwaukee		Norwegian Academy of Science and Letters	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	academic	male	United States of America		Milwaukee		Norwegian Academy of Science and Letters	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	programmer	male	United States of America		Milwaukee		Norwegian Academy of Science and Letters	Doctor of Philosophy	Lutheranism	Foreign Member of the Royal Society
Donald Knuth	writer	male	United States of America		Milwaukee		Russian Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	engineer	male	United States of America		Milwaukee		Russian Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	computer scientist	male	United States of America		Milwaukee		Russian Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	mathematician	male	United States of America		Milwaukee		Russian Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	university teacher	male	United States of America		Milwaukee		Russian Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
Donald Knuth	academic	male	United States of America		Milwaukee		Russian Academy of Sciences	Doctor of Philosophy	Lutheranism	ACM Fellow
